4,0.04196422606157825,0.062946339092367368,0.79717742094604771,0.0979120139000067
2,0.1353831809849024,0.20307477147735359,0.57727976676734394,0.084262280770400155
1,0.35795858645269957,0.53693787967904927,0.0,0.10510353386825116
1,0.35904823912365308,0.53857235868547959,0.0,0.10237940219086741
2,0.34293902368099022,0.0,0.58215712462567604,0.074903851693333787
3,0.11182820659542674,0.0,0.78516909917576827,0.10300269422880502
1,0.3671822366712067,0.55077335500681002,0.0,0.082044408321983286
1,0.90530055524269359,0.0,0.0,0.094699444757306461
3,0.11876962812402692,0.17815444218604037,0.62235197179218693,0.080723957897745752
2,0.1336507349455443,0.20047610241831645,0.57334436854913085,0.092528794087008467
3,0.27167014252229343,0.40750521378344007,0.19404227156547482,0.12678237212879173
2,0.13246475179861969,0.19869712769792952,0.56648156388598692,0.1023565566174639
1,0.34678223429629684,0.52017335144444521,0.0,0.133044414259258
1,0.33021124231029697,0.49531686346544546,0.0,0.17447189422425757
3,0.041251356988360875,0.061877035482541302,0.783505918863177,0.11336568866592077
2,0.32790965655529519,0.0,0.57745817173449421,0.094632171710210489
2,0.78232584354270773,0.0,0.107218481975146,0.11045567448214627
2,0.30189290912761108,0.0,0.54124763284167521,0.15685945803071377
4,0.11011526027379065,0.16517289041068595,0.62870940861594005,0.096002440699583275
1,0.35510187145576,0.53265280718363994,0.0,0.11224532136060009
2,0.32378503834434769,0.0,0.54098182045139587,0.13523314120425645
1,0.35756405262538093,0.5363460789380714,0.0,0.10608986843654762
3,0.11202783685257993,0.16804175527886989,0.58505119999564226,0.13487920787290797
1,0.36524535310862638,0.54786802966293957,0.0,0.086886617228434007
1,0.82784454523592366,0.0,0.0,0.17215545476407637
1,0.88201615916143827,0.0,0.0,0.11798384083856171
3,0.11132691178752099,0.0,0.74550106929820092,0.14317201891427808
1,0.8985093177244069,0.0,0.0,0.10149068227559309
2,0.32465707873532657,0.48698561810298974,0.10377897762838258,0.084578325533301121
4,0.04347632174361328,0.065214482615419928,0.79687967010093363,0.094429525540033157
1,0.35738746886593908,0.53608120329890852,0.0,0.10653132783515243
3,0.11257330081419513,0.16885995122129266,0.60322451593640214,0.11534223202810999
2,0.12668677800255612,0.19003016700383421,0.51963476662714025,0.16364828836646939
2,0.13083404438449545,0.19625106657674316,0.56548568029104063,0.10742920874772073
